1.18	0.18	0.9	703.13	63.68
0.18	1.18	0.7	103.13	39.2
0.24	0.24	0.87	590.63	71.12
1.24	1.24	0.67	1190.63	257.09
1.74	0.74	0.97	290.63	14.8
0.74	1.74	0.77	890.63	141.19
0.99	0.99	0.62	740.63	183.2
1.98	1.98	0.82	140.63	0.04
1.49	0.49	0.72	1040.63	88.48
0.49	1.49	0.92	440.63	19.02
0.37	0.62	0.74	1115.63	135.12
1.36	1.61	0.94	515.63	0.77
1.86	0.12	0.64	815.63	28.17
0.87	1.11	0.84	215.63	64.75
0.62	0.37	0.99	65.63	14.39
1.61	1.36	0.79	665.63	84.38
1.11	0.87	0.89	365.63	63.23
0.12	1.86	0.69	965.63	302.91
0.09	0.27	0.76	609.38	49.71
1.08	1.27	0.96	9.38	4.54
1.58	0.77	0.66	909.38	141.18
0.59	1.77	0.86	309.38	22.69
0.83	0.52	0.91	459.38	85.13
1.83	1.52	0.71	1059.38	165.26
1.33	0.03	0.81	159.38	25.62
0.34	1.02	0.61	759.38	189.97
0.46	0.9	0.83	84.38	26.26
1.46	1.89	0.63	684.38	149.98
1.95	0.4	0.93	384.38	56.36
0.96	1.39	0.73	984.38	211.21
0.71	0.15	0.68	1134.38	29.42
1.7	1.14	0.88	534.38	28.62
1.21	0.65	0.78	834.38	150.94
0.21	1.64	0.98	234.38	1.01
0.15	0.71	0.65	421.88	108.68
1.14	1.7	0.85	1021.88	36.74
1.64	0.21	0.75	121.88	35.69
0.65	1.21	0.95	721.88	17.26
0.9	0.46	0.9	871.88	102.11
1.89	1.46	0.7	271.88	85.64
1.39	0.96	1	1171.88	2.63
0.4	1.95	0.8	571.88	60.44
0.27	0.09	0.97	946.88	49.04
1.27	1.08	0.77	346.88	126.82
1.77	0.59	0.87	646.88	93.95
0.77	1.58	0.67	46.88	23.59
0.52	0.83	0.72	196.88	80.21
1.52	1.83	0.92	796.88	0.15
1.02	0.34	0.62	496.88	42.34
0.03	1.33	0.82	1096.88	151.07
0.06	0.8	0.96	324.22	113.62
1.05	1.8	0.86	74.23	1.25
1.55	0.31	0.91	449.22	1.63
0.55	1.3	0.81	199.22	0.19
0.8	0.06	0.89	136.73	22.85
1.8	1.05	0.99	386.72	327.75
1.3	0.55	0.84	11.73	1.38
0.31	1.55	0.94	261.72	82.94
0.43	0.43	0.83	105.48	6.1
1.42	1.42	0.93	355.47	118.6
1.92	0.93	0.88	230.47	6.16
0.93	1.92	0.98	480.47	465.78
0.68	0.68	0.9	417.97	0.25
1.67	1.67	0.8	167.98	1.04
1.18	0.18	0.95	292.97	0.8
0.18	1.18	0.85	42.98	0.03
0.24	0.24	0.93	246.1	1.06
1.24	1.24	0.83	496.09	0.07
1.74	0.74	0.98	121.1	31.34
0.74	1.74	0.88	371.1	10.63
0.99	0.99	0.81	308.6	0.6
1.98	1.98	0.91	58.6	4.82
1.49	0.49	0.86	433.6	1.01
0.49	1.49	0.96	183.6	62.65
0.37	0.62	0.87	464.84	1.19
1.36	1.61	0.97	214.85	82.09
1.86	0.12	0.82	339.85	28.67
0.87	1.11	0.92	89.85	1.3
0.62	0.37	1	27.35	3.64
1.61	1.36	0.9	277.35	21.59
1.11	0.87	0.95	152.35	13.09
0.12	1.86	0.85	402.35	1.55
0.09	0.27	0.88	253.91	8
1.08	1.27	0.98	3.92	1.03
1.58	0.77	0.83	378.91	0.15
0.59	1.77	0.93	128.91	19
0.83	0.52	0.95	191.41	2.45
1.83	1.52	0.85	441.41	22.72
1.33	0.03	0.9	66.41	27.7
0.34	1.02	0.8	316.41	1.17
0.46	0.9	0.92	35.17	0.06
1.46	1.89	0.82	285.16	2.19
1.95	0.4	0.97	160.16	56.44
0.96	1.39	0.87	410.16	0.62
0.71	0.15	0.84	472.66	22.23
1.7	1.14	0.94	222.66	71.03
1.21	0.65	0.89	347.66	0.05
0.21	1.64	0.99	97.66	31.24
0.15	0.71	0.82	175.79	1.77
1.14	1.7	0.92	425.78	187.93
1.64	0.21	0.87	50.79	2.83
0.65	1.21	0.97	300.79	184.16
0.9	0.46	0.95	363.28	1.42
1.89	1.46	0.85	113.29	2.14
1.39	0.96	1	488.28	572.68
0.4	1.95	0.9	238.29	33.96
0.27	0.09	0.99	394.53	2.29
1.27	1.08	0.89	144.54	0.77
1.77	0.59	0.94	269.54	95.29
0.77	1.58	0.84	19.54	0.01
0.52	0.83	0.86	82.04	0.25
1.52	1.83	0.96	332.03	180.24
1.02	0.34	0.81	207.04	11.78
0.03	1.33	0.91	457.03	19.4
0.06	0.8	0.88	162.11	0.16
1.05	1.8	0.83	37.12	0.22
1.55	0.31	0.86	224.61	4.69
0.55	1.3	0.81	99.62	0.19
0.8	0.06	0.84	68.37	32.28
1.8	1.05	0.89	193.36	9.06
1.3	0.55	0.82	5.87	5.15
0.31	1.55	0.87	130.86	0.68
0.43	0.43	0.81	52.74	4.48
1.42	1.42	0.86	177.74	1.36
1.92	0.93	0.84	115.24	0.46
0.93	1.92	0.89	240.23	14.17
0.68	0.68	0.85	208.99	1
1.67	1.67	0.8	83.99	0.76
1.18	0.18	0.88	146.49	9.15
0.18	1.18	0.83	21.49	0.08
0.24	0.24	0.87	123.05	10.55
1.24	1.24	0.82	248.05	0.06
1.74	0.74	0.89	60.55	1.15
0.74	1.74	0.84	185.55	0.43
0.99	0.99	0.8	154.3	0.36
1.98	1.98	0.85	29.31	1.46
1.49	0.49	0.83	216.8	2.22
0.49	1.49	0.88	91.8	0.39
0.37	0.62	0.84	232.42	2.82
1.36	1.61	0.89	107.43	2.62
1.86	0.12	0.81	169.93	32.29
0.87	1.11	0.86	44.93	0.04
0.62	0.37	0.9	13.68	0.99
1.61	1.36	0.85	138.68	1.1
1.11	0.87	0.87	76.18	0.07
0.12	1.86	0.82	201.17	0.65
0.09	0.27	0.84	126.96	18.15
1.08	1.27	0.89	1.96	0.03
1.58	0.77	0.81	189.46	0.58
0.59	1.77	0.86	64.46	1.01
0.83	0.52	0.88	95.71	0.72
1.83	1.52	0.83	220.7	2.14
1.33	0.03	0.85	33.21	33.69
0.34	1.02	0.8	158.21	0.97
0.46	0.9	0.86	17.59	0.07
1.46	1.89	0.81	142.58	1.12
1.95	0.4	0.88	80.08	0.58
0.96	1.39	0.83	205.08	0.04
0.71	0.15	0.82	236.33	28.87
1.7	1.14	0.87	111.33	1.46
1.21	0.65	0.85	173.83	0.74
0.21	1.64	0.9	48.84	1.25
0.15	0.71	0.81	87.9	1.78
1.14	1.7	0.86	212.89	2.27
1.64	0.21	0.84	25.4	6.13
0.65	1.21	0.89	150.39	0.03
0.9	0.46	0.87	181.64	1.09
1.89	1.46	0.82	56.65	1.06
1.39	0.96	0.9	244.14	1.98
0.4	1.95	0.85	119.15	1.12
0.27	0.09	0.89	197.27	18.52
1.27	1.08	0.84	72.27	0.05
1.77	0.59	0.87	134.77	0.09
0.77	1.58	0.82	9.78	0.02
0.52	0.83	0.83	41.02	0.49
1.52	1.83	0.88	166.02	8.72
1.02	0.34	0.81	103.52	9.74
0.03	1.33	0.86	228.52	0.37
0.06	0.9	0.88	162.11	0.17
1.05	1.4	0.83	37.12	0.02
1.55	0.65	0.86	224.61	0.12
0.55	1.15	0.81	99.62	0.34
0.8	0.52	0.84	68.37	1.41
1.8	1.02	0.89	193.36	8.49
1.3	0.77	0.82	5.87	1.65
0.31	1.27	0.87	130.86	0.07
0.43	0.71	0.81	52.74	1.41
1.42	1.21	0.86	177.74	0.78
1.92	0.96	0.84	115.24	0.57
0.93	1.46	0.89	240.23	2.04
0.68	0.84	0.85	208.99	0.31
1.67	1.34	0.8	83.99	0.02
1.18	0.59	0.88	146.49	0.13
0.18	1.09	0.83	21.49	0.13
0.24	0.62	0.87	123.05	0.94
1.24	1.12	0.82	248.05	0.08
1.74	0.87	0.89	60.55	1.25
0.74	1.37	0.84	185.55	0.05
0.99	0.99	0.8	154.3	0.5
1.98	1.49	0.85	29.31	1.16
1.49	0.74	0.83	216.8	0.4
0.49	1.24	0.88	91.8	0.06
0.37	0.8	0.84	232.42	1.24
1.36	1.3	0.89	107.43	1.56
1.86	0.55	0.81	169.93	1.48
0.87	1.05	0.86	44.93	0.06
0.62	0.68	0.9	13.68	0.06
1.61	1.18	0.85	138.68	0.48
1.11	0.93	0.87	76.18	0.08
0.12	1.43	0.82	201.17	0.12
0.09	0.63	0.84	126.96	1.46
1.08	1.13	0.89	1.96	0.02
1.58	0.88	0.81	189.46	0.08
0.59	1.38	0.86	64.46	0.03
0.83	0.76	0.88	95.71	0.07
1.83	1.26	0.83	220.7	0.99
1.33	0.51	0.85	33.21	1.01
0.34	1.01	0.8	158.21	1.19
0.46	0.95	0.86	17.59	0.13
1.46	1.45	0.81	142.58	0.03
1.95	0.7	0.88	80.08	1.53
0.96	1.2	0.83	205.08	0.09
0.71	0.57	0.82	236.33	3.87
1.7	1.07	0.87	111.33	1.27
1.21	0.82	0.85	173.83	0.15
0.21	1.32	0.9	48.84	0.56
0.15	0.85	0.81	87.9	1.06
1.14	1.35	0.86	212.89	0.32
1.64	0.6	0.84	25.4	0.42
0.65	1.1	0.89	150.39	0.07
0.9	0.73	0.87	181.64	0.18
1.89	1.23	0.82	56.65	0.59
1.39	0.98	0.9	244.14	2.67
0.4	1.48	0.85	119.15	0.04
0.27	0.54	0.89	197.27	0.71
1.27	1.04	0.84	72.27	0.06
1.77	0.79	0.87	134.77	0.85
0.77	1.29	0.82	9.78	0.04
0.52	0.91	0.83	41.02	0.27
1.52	1.41	0.88	166.02	3.41
1.02	0.66	0.81	103.52	1.71
0.03	1.16	0.86	228.52	0.18
0.06	1.2	0.88	162.11	0.56
1.05	1.45	0.83	37.12	0.02
1.55	1.07	0.86	224.61	0.37
0.55	1.32	0.81	99.62	0.16
0.8	1.01	0.84	68.37	0.12
1.8	1.26	0.89	193.36	12.69
1.3	1.14	0.82	5.87	0.05
0.31	1.39	0.87	130.86	0.17
0.43	1.11	0.81	52.74	0.19
1.42	1.36	0.86	177.74	1.26
1.92	1.23	0.84	115.24	1.26
0.93	1.48	0.89	240.23	2.26
0.68	1.17	0.85	208.99	0.16
1.67	1.42	0.8	83.99	0.03
1.18	1.04	0.88	146.49	0.03
0.18	1.29	0.83	21.49	0.05
0.24	1.06	0.87	123.05	0.14
1.24	1.31	0.82	248.05	0.12
1.74	1.18	0.89	60.55	1.75
0.74	1.43	0.84	185.55	0.06
0.99	1.25	0.8	154.3	0.12
1.98	1.5	0.85	29.31	1.14
1.49	1.12	0.83	216.8	0.04
0.49	1.37	0.88	91.8	0.06
0.37	1.15	0.84	232.42	0.25
1.36	1.4	0.89	107.43	1.78
1.86	1.03	0.81	169.93	0.02
0.87	1.28	0.86	44.93	0.03
0.62	1.09	0.9	13.68	0.02
1.61	1.34	0.85	138.68	1.08
1.11	1.21	0.87	76.18	0.04
0.12	1.46	0.82	201.17	0.15
0.09	1.07	0.84	126.96	0.17
1.08	1.32	0.89	1.96	0.04
1.58	1.19	0.81	189.46	0.02
0.59	1.44	0.86	64.46	0.03
0.83	1.13	0.88	95.71	0.04
1.83	1.38	0.83	220.7	1.32
1.33	1	0.85	33.21	0.04
0.34	1.25	0.8	158.21	0.47
0.46	1.22	0.86	17.59	0.05
1.46	1.47	0.81	142.58	0.02
1.95	1.1	0.88	80.08	2.45
0.96	1.35	0.83	205.08	0.07
0.71	1.04	0.82	236.33	0.67
1.7	1.29	0.87	111.33	1.85
1.21	1.16	0.85	173.83	0.05
0.21	1.41	0.9	48.84	0.93
0.15	1.18	0.81	87.9	0.25
1.14	1.43	0.86	212.89	0.87
1.64	1.05	0.84	25.4	0.03
0.65	1.3	0.89	150.39	0.17
0.9	1.11	0.87	181.64	0.06
1.89	1.36	0.82	56.65	0.99
1.39	1.24	0.9	244.14	7.83
0.4	1.49	0.85	119.15	0.05
0.27	1.02	0.89	197.27	0.29
1.27	1.27	0.84	72.27	0.02
1.77	1.14	0.87	134.77	1.75
0.77	1.39	0.82	9.78	0.02
0.52	1.21	0.83	41.02	0.08
1.52	1.46	0.88	166.02	4.19
1.02	1.08	0.81	103.52	0.28
0.03	1.33	0.86	228.52	0.33
0.54	1.2	0.88	162.11	0.05
1.29	1.45	0.83	37.12	0.02
1.66	1.07	0.86	224.61	0.96
0.91	1.32	0.81	99.62	0.13
1.1	1.01	0.84	68.37	0.05
1.85	1.26	0.89	193.36	15.55
1.47	1.14	0.82	5.87	0.03
0.72	1.39	0.87	130.86	0.06
0.82	1.11	0.81	52.74	0.16
1.57	1.36	0.86	177.74	1.66
1.94	1.23	0.84	115.24	1.27
1.19	1.48	0.89	240.23	4.86
1	1.17	0.85	208.99	0.13
1.75	1.42	0.8	83.99	0.09
1.38	1.04	0.88	146.49	0.38
0.63	1.29	0.83	21.49	0.05
0.68	1.06	0.87	123.05	0.11
1.43	1.31	0.82	248.05	0.02
1.8	1.18	0.89	60.55	1.81
1.05	1.43	0.84	185.55	0.03
1.24	1.25	0.8	154.3	0.1
1.99	1.5	0.85	29.31	1.15
1.61	1.12	0.83	216.8	0.02
0.86	1.37	0.88	91.8	0.32
0.77	1.15	0.84	232.42	0.21
1.52	1.4	0.89	107.43	2.58
1.89	1.03	0.81	169.93	0.03
1.14	1.28	0.86	44.93	0.02
0.96	1.09	0.9	13.68	0.03
1.71	1.34	0.85	138.68	1.23
1.33	1.21	0.87	76.18	0.63
0.58	1.46	0.82	201.17	0.11
0.56	1.07	0.84	126.96	0.16
1.31	1.32	0.89	1.96	0.06
1.68	1.19	0.81	189.46	0.03
0.93	1.44	0.86	64.46	0.11
1.12	1.13	0.88	95.71	0.04
1.87	1.38	0.83	220.7	1.64
1.5	1	0.85	33.21	0.02
0.75	1.25	0.8	158.21	0.31
0.84	1.22	0.86	17.59	0.02
1.59	1.47	0.81	142.58	0.09
1.96	1.1	0.88	80.08	2.46
1.21	1.35	0.83	205.08	0.05
1.03	1.04	0.82	236.33	0.28
1.78	1.29	0.87	111.33	2.05
1.4	1.16	0.85	173.83	0.04
0.65	1.41	0.9	48.84	0.93
0.61	1.18	0.81	87.9	0.2
1.36	1.43	0.86	212.89	1.27
1.73	1.05	0.84	25.4	0.03
0.98	1.3	0.89	150.39	0.95
1.17	1.11	0.87	181.64	0.07
1.92	1.36	0.82	56.65	1.03
1.54	1.24	0.9	244.14	11.43
0.79	1.49	0.85	119.15	0.03
0.7	1.02	0.89	197.27	0.04
1.45	1.27	0.84	72.27	0.04
1.82	1.14	0.87	134.77	2.09
1.07	1.39	0.82	9.78	0.02
0.89	1.21	0.83	41.02	0.13
1.64	1.46	0.88	166.02	5.75
1.26	1.08	0.81	103.52	0.13
0.51	1.33	0.86	228.52	0.13
1.02	1.2	0.88	162.11	0.21
1.52	1.45	0.83	37.12	0.16
1.77	1.07	0.86	224.61	1.29
1.27	1.32	0.81	99.62	0.03
1.4	1.01	0.84	68.37	0.06
1.9	1.26	0.89	193.36	17.51
1.65	1.14	0.82	5.87	0.03
1.15	1.39	0.87	130.86	0.85
1.21	1.11	0.81	52.74	0.06
1.71	1.36	0.86	177.74	2.75
1.96	1.23	0.84	115.24	1.32
1.46	1.48	0.89	240.23	10.12
1.34	1.17	0.85	208.99	0.03
1.84	1.42	0.8	83.99	0.38
1.59	1.04	0.88	146.49	1.18
1.09	1.29	0.83	21.49	0.02
1.12	1.06	0.87	123.05	0.02
1.62	1.31	0.82	248.05	0.05
1.87	1.18	0.89	60.55	2.21
1.37	1.43	0.84	185.55	0.42
1.49	1.25	0.8	154.3	0.04
1.99	1.5	0.85	29.31	1.16
1.74	1.12	0.83	216.8	0.12
1.24	1.37	0.88	91.8	1.12
1.18	1.15	0.84	232.42	0.1
1.68	1.4	0.89	107.43	3.16
1.93	1.03	0.81	169.93	0.03
1.43	1.28	0.86	44.93	0.3
1.3	1.09	0.9	13.68	0.63
1.8	1.34	0.85	138.68	1.6
1.55	1.21	0.87	76.18	1.09
1.05	1.46	0.82	201.17	0.03
1.04	1.07	0.84	126.96	0.11
1.54	1.32	0.89	1.96	0.12
1.79	1.19	0.81	189.46	0.06
1.29	1.44	0.86	64.46	0.96
1.41	1.13	0.88	95.71	0.88
1.91	1.38	0.83	220.7	1.74
1.66	1	0.85	33.21	0.04
1.16	1.25	0.8	158.21	0.11
1.23	1.22	0.86	17.59	0.01
1.73	1.47	0.81	142.58	0.68
1.98	1.1	0.88	80.08	2.55
1.48	1.35	0.83	205.08	0.15
1.35	1.04	0.82	236.33	0.1
1.85	1.29	0.87	111.33	2.7
1.6	1.16	0.85	173.83	0.26
1.1	1.41	0.9	48.84	1.14
1.07	1.18	0.81	87.9	0.12
1.57	1.43	0.86	212.89	2.36
1.82	1.05	0.84	25.4	0.04
1.32	1.3	0.89	150.39	1.69
1.45	1.11	0.87	181.64	0.99
1.95	1.36	0.82	56.65	1.04
1.7	1.24	0.9	244.14	15.64
1.2	1.49	0.85	119.15	0.36
1.13	1.02	0.89	197.27	0.38
1.63	1.27	0.84	72.27	0.48
1.88	1.14	0.87	134.77	2.49
1.38	1.39	0.82	9.78	0.01
1.26	1.21	0.83	41.02	0.04
1.76	1.46	0.88	166.02	6.66
1.51	1.08	0.81	103.52	0.07
1.01	1.33	0.86	228.52	0.04
